iter	Passed	Remaining
398	1456	2193
399	1457	2186
400	1460	2181
401	1463	2176
402	1466	2173
403	1468	2166
404	1470	2161
405	1472	2154
406	1474	2148
407	1476	2142
408	1478	2136
409	1481	2131
410	1483	2126
411	1485	2120
412	1487	2114
413	1490	2109
414	1493	2105
415	1498	2103
416	1500	2098
417	1502	2092
418	1504	2086
419	1508	2083
420	1512	2080
421	1516	2076
422	1518	2071
423	1521	2066
424	1524	2063
425	1527	2057
426	1529	2052
427	1531	2046
428	1533	2041
429	1535	2036
430	1539	2031
431	1542	2027
432	1544	2022
433	1546	2016
434	1548	2011
435	1550	2005
436	1553	2001
437	1559	2000
438	1562	1996
439	1565	1992
440	1568	1987
441	1571	1983
442	1573	1978
443	1575	1973
444	1578	1968
445	1580	1963
446	1582	1958
447	1585	1953
448	1587	1948
449	1589	1942
450	1591	1937
451	1594	1932
452	1597	1928
453	1601	1925
454	1606	1924
455	1609	1920
456	1614	1917
457	1617	1914
458	1619	1909
459	1621	1903
460	1624	1899
461	1627	1895
462	1630	1891
463	1633	1886
464	1636	1883
465	1639	1878
466	1641	1873
467	1644	1869
468	1647	1865
469	1649	1860
470	1652	1855
471	1654	1851
472	1657	1846
473	1660	1842
474	1662	1837
475	1664	1832
476	1666	1827
477	1669	1822
478	1671	1818
479	1674	1813
480	1678	1811
481	1682	1808
482	1684	1803
483	1687	1799
484	1691	1795
485	1694	1791
486	1696	1787
487	1698	1782
488	1701	1778
489	1705	1775
490	1708	1770
491	1710	1766
492	1712	1761
493	1714	1756
494	1716	1751
495	1719	1747
496	1721	1742
497	1724	1738
498	1727	1733
499	1729	1729
500	1731	1725
501	1734	1720
502	1737	1716
503	1739	1711
504	1741	1706
505	1743	1701
506	1745	1697
507	1747	1692
508	1751	1689
509	1753	1684
510	1756	1680
511	1758	1676
512	1761	1671
513	1764	1668
514	1769	1666
515	1772	1662
516	1775	1659
517	1778	1654
518	1782	1652
519	1785	1648
520	1789	1645
521	1794	1643
522	1799	1641
523	1804	1639
524	1808	1636
525	1812	1633
526	1816	1630
527	1820	1627
528	1827	1626
529	1833	1625
530	1837	1623
531	1842	1620
532	1845	1616
533	1850	1614
534	1855	1612
535	1858	1609
536	1861	1604
537	1864	1600
538	1869	1599
539	1874	1596
540	1877	1592
541	1881	1589
542	1886	1587
543	1888	1582
544	1890	1578
545	1892	1573
546	1895	1569
547	1899	1567
548	1903	1563
549	1906	1559
550	1910	1556
551	1917	1556
552	1921	1553
553	1926	1550
554	1930	1547
555	1934	1544
556	1937	1541
557	1940	1537
558	1944	1534
559	1948	1531
560	1952	1527
561	1955	1524
562	1959	1521
563	1963	1517
564	1966	1513
565	1971	1511
566	1977	1510
567	1981	1507
568	1984	1503
569	1989	1500
570	1991	1496
571	1994	1492
572	1997	1488
573	2002	1485
574	2008	1484
575	2012	1481
576	2015	1477
577	2020	1475
578	2023	1471
579	2026	1467
580	2029	1463
581	2034	1460
582	2038	1457
583	2043	1455
584	2047	1452
585	2051	1449
586	2055	1446
587	2059	1443
588	2065	1441
589	2070	1438
590	2075	1436
591	2079	1433
592	2082	1429
593	2085	1425
594	2089	1422
595	2095	1420
596	2098	1416
597	2101	1412
598	2103	1408
599	2106	1404
600	2109	1400
601	2112	1396
602	2115	1392
603	2117	1388
604	2120	1384
605	2123	1380
606	2126	1376
607	2128	1372
608	2136	1371
609	2142	1369
610	2148	1368
611	2155	1366
612	2159	1363
613	2161	1359
614	2164	1355
615	2167	1351
616	2169	1346
617	2175	1345
618	2182	1343
619	2187	1340
620	2191	1337
621	2196	1334
622	2201	1331
623	2204	1328
624	2207	1324
625	2211	1321
626	2214	1317
627	2218	1314
628	2221	1310
629	2225	1307
630	2230	1304
631	2235	1301
632	2242	1300
633	2246	1296
634	2250	1293
635	2253	1289
636	2256	1286
637	2259	1282
638	2262	1278
639	2264	1273
640	2266	1269
641	2269	1265
642	2272	1261
643	2275	1257
644	2278	1253
645	2281	1250
646	2283	1245
647	2286	1242
648	2289	1238
649	2291	1233
650	2293	1229
651	2295	1225
652	2297	1220
653	2300	1217
654	2302	1212
655	2304	1208
656	2306	1204
657	2308	1200
658	2310	1195
659	2313	1191
660	2315	1187
661	2318	1183
662	2320	1179
663	2322	1175
664	2324	1170
665	2325	1166
666	2328	1162
667	2333	1159
668	2336	1156
669	2338	1151
670	2342	1148
671	2345	1144
672	2348	1141
673	2351	1137
674	2353	1133
675	2356	1129
676	2358	1125
677	2362	1122
678	2365	1118
679	2367	1114
680	2370	1110
681	2372	1106
682	2377	1103
683	2379	1099
684	2381	1095
685	2383	1091
686	2385	1087
687	2387	1082
688	2391	1079
689	2394	1075
690	2397	1071
691	2399	1068
692	2402	1064
693	2404	1060
694	2407	1056
695	2410	1053
696	2413	1049
697	2415	1044
698	2417	1040
699	2419	1036
700	2423	1033
701	2427	1030
702	2432	1027
703	2437	1024
704	2441	1021
705	2445	1018
706	2452	1016
707	2457	1013
708	2462	1010
709	2469	1008
710	2474	1005
711	2478	1002
712	2482	999
713	2488	996
714	2497	995
715	2503	992
716	2509	990
717	2514	987
718	2518	984
719	2522	980
720	2526	977
721	2530	974
722	2533	970
723	2535	966
724	2538	962
725	2542	959
726	2544	955
727	2548	952
728	2550	948
729	2552	943
730	2554	940
731	2557	936
732	2560	932
733	2562	928
734	2565	924
735	2567	921
736	2571	917
737	2576	914
738	2580	911
739	2583	907
740	2586	904
741	2589	900
742	2592	896
743	2595	892
744	2597	888
745	2599	884
746	2602	881
747	2606	878
748	2610	874
749	2613	871
750	2620	868
751	2623	865
752	2627	861
753	2633	859
754	2638	856
755	2643	853
756	2649	850
757	2651	846
758	2655	843
759	2663	841
760	2666	837
761	2670	834
762	2674	830
763	2680	828
764	2684	824
765	2688	821
766	2696	819
767	2701	816
768	2705	812
769	2708	808
770	2715	806
771	2723	804
772	2728	801
773	2733	798
774	2738	795
775	2744	792
776	2752	789
777	2755	786
778	2759	782
779	2762	779
780	2764	775
781	2766	771
782	2769	767
783	2776	765
784	2781	761
785	2786	758
786	2790	755
787	2794	751
788	2799	748
789	2806	745
790	2813	743
791	2817	739
792	2821	736
793	2827	733
794	2833	730
795	2837	727
796	2841	723
797	2845	720
798	2848	716
799	2852	713
800	2855	709
801	2860	706
802	2864	702
803	2868	699
804	2872	695
805	2877	692
806	2881	689
807	2884	685
808	2889	682
809	2895	679
810	2900	675
811	2904	672
812	2909	669
813	2912	665
814	2914	661
815	2919	658
816	2922	654
817	2926	651
818	2930	647
819	2935	644
820	2938	640
821	2942	637
822	2946	633
823	2950	630
824	2953	626
825	2955	622
826	2957	618
827	2959	614
828	2963	611
829	2967	607
830	2970	604
831	2972	600
832	2974	596
833	2979	593
834	2985	589
835	2990	586
836	2994	583
837	2998	579
838	3001	575
839	3004	572
840	3007	568
841	3010	564
842	3013	561
843	3017	557
844	3022	554
845	3028	551
846	3031	547
847	3036	544
848	3039	540
849	3043	537
850	3047	533
851	3050	529
852	3054	526
853	3059	523
854	3064	519
855	3070	516
856	3074	512
857	3079	509
858	3083	506
859	3087	502
860	3090	498
861	3092	495
862	3095	491
863	3099	487
864	3102	484
865	3106	480
866	3110	477
867	3114	473
868	3117	469
869	3120	466
870	3122	462
871	3124	458
872	3128	455
873	3131	451
874	3133	447
875	3136	443
876	3138	440
877	3142	436
878	3145	433
879	3149	429
880	3153	425
881	3157	422
882	3160	418
883	3163	415
884	3166	411
885	3170	407
886	3177	404
887	3180	401
888	3182	397
889	3185	393
890	3189	390
891	3193	386
892	3197	383
893	3199	379
894	3204	375
895	3209	372
896	3212	368
897	3215	365
898	3218	361
899	3223	358
900	3228	354
901	3234	351
902	3240	348
903	3244	344
904	3248	341
905	3253	337
906	3258	334
907	3267	331
908	3271	327
909	3274	323
910	3277	320
911	3280	316
912	3285	313
913	3287	309
914	3290	305
915	3293	301
916	3298	298
917	3302	294
918	3305	291
919	3307	287
920	3311	284
921	3313	280
922	3316	276
923	3319	273
924	3321	269
925	3325	265
926	3329	262
927	3332	258
928	3335	254
929	3339	251
930	3344	247
931	3348	244
932	3351	240
933	3355	237
934	3359	233
935	3362	229
936	3365	226
937	3367	222
938	3370	218
939	3373	215
940	3376	211
941	3379	208
942	3383	204
943	3388	201
944	3391	197
945	3395	193
946	3400	190
947	3405	186
948	3409	183
949	3412	179
950	3416	176
951	3420	172
952	3424	168
953	3429	165
954	3433	161
955	3437	158
956	3441	154
957	3446	151
958	3451	147
959	3455	143
960	3459	140
961	3463	136
962	3466	133
963	3468	129
964	3470	125
965	3475	122
966	3479	118
967	3483	115
968	3488	111
969	3494	108
970	3498	104
971	3502	100
972	3505	97
973	3507	93
974	3511	90
975	3513	86
976	3516	82
977	3518	79
978	3521	75
979	3524	71
980	3526	68
981	3531	64
982	3536	61
983	3540	57
984	3543	53
985	3546	50
986	3549	46
987	3552	43
988	3555	39
989	3557	35
990	3559	32
991	3561	28
992	3563	25
993	3566	21
994	3569	17
995	3571	14
996	3574	10
997	3576	7
998	3578	3
999	3581	0
